Class Name	Parent Class	YAML Class Name	Description	Flags	Slot Name	YAML Slot Name	Range	Card	Slot Description	URI
IndependentAmountRatings		IndependentAmountRatings	A logical container designed to hold a set of related data. In this case, designed to hold a set of information required when Independent Amount is determined using credit ratings.							
					compare	IndependentAmountRatings_compare	IndependentAmountCompareEnum	1..1	Specifies how multiple credit ratings are compared when determining the applicable Independent Amount, and whether that measure is highest, lowest, or a comparison of either.	common_domain_model:compare
					ratedParty	IndependentAmountRatings_ratedParty	RatedPartyEnum	1..1	Specifies the party to whom the rating agency rating applies to for the purposes of determining the Independent Amount.	common_domain_model:ratedParty
					namedAffiliate	IndependentAmountRatings_namedAffiliate	LegalEntity	0..1	Details the Named Affiliate where the Rated Party is Named Affiliate.	common_domain_model:namedAffiliate
					namedEntity	IndependentAmountRatings_namedEntity	LegalEntity	0..1	Details the Named Entity where the Rated Party is Named Entity.	common_domain_model:namedEntity
					ratingType		RatingTypeEnum	1..1	The relevant rating type.	common_domain_model:ratingType
Index		Index	An Index is an Observable which is computed based on the prices, rates or valuations of a number of assets that are tracked in a standardized way.  Examples include equity market indices as well as indices on interest rates, inflation and credit instruments.							
IndexAdjustmentEvents		IndexAdjustmentEvents	Defines the specification of the consequences of Index Events							
					indexModification		IndexEventConsequenceEnum	1..1	Consequence of index modification.	common_domain_model:indexModification
					indexCancellation		IndexEventConsequenceEnum	1..1	Consequence of index cancellation.	common_domain_model:indexCancellation
					indexDisruption		IndexEventConsequenceEnum	1..1	Consequence of index disruption.	common_domain_model:indexDisruption
IndexBase	AssetBase	IndexBase	Identifies an index by referencing an identifier.							
					name	IndexBase_name	str	0..1	A description of the Index.	common_domain_model:name
					provider		LegalEntity	0..1	The organisation that creates or maintains the Index.	common_domain_model:provider
					assetClass	IndexBase_assetClass	AssetClassEnum	1..1	The Asset Class of the Index.	common_domain_model:assetClass
IndexTransitionInstruction		IndexTransitionInstruction	Defines the information needed to create a Index Transition Business Event.							
					priceQuantity	IndexTransitionInstruction_priceQuantity	PriceQuantity	1..*	Specifies both new floating rate index and spread adjustment for each leg to be updated.  The spread adjustment accounts for the difference between the old floating rate index relative to the new one. This spread amount is added to the existing spread to determine the new spread, which is applied from the specified effective date forward. In the case of the IBOR Fallback Rate Adjustments, the adjustment spread (also known as the Fallback Adjustment) accounts for two distinctions: i) the fact that the replacement Risk-Free Rate is an overnight rate while IBORs have term structures (e.g., 1, 3, 6-month LIBOR); and (ii) the historical spread differential between IBORs and their term equivalent Overnight Risk-Free Rate compounded rates.	common_domain_model:priceQuantity
					effectiveDate	IndexTransitionInstruction_effectiveDate	XSDDate	1..1	Specifies the effective date of the index transition event. This is first date on which the floating rate calculation will use the new floating rate index and adjusted spread in the floating rate calculation.	common_domain_model:effectiveDate
					cashTransfer		Transfer	0..1	Specifies the cash transfer that can optionally be tied to an index transition event.	common_domain_model:cashTransfer
IndexType		IndexType	Specification of an index.							
					equityIndex		CollateralEquityIndexEnum	0..1	An enumerated list for equity indices.	common_domain_model:equityIndex
Indx		Indx								
					nm	Indx_nm	Nm	1..1		common_domain_model:nm
IneligibleCreditSupport		IneligibleCreditSupport	Identifies collateral that has been designated as not meeting the eligibility criteria set out in the agreement.							
					totalIneligibilityDate		str	0..1	Specifies the date from which all credit support provided by a party is treated as ineligible under the agreement.	common_domain_model:totalIneligibilityDate
					transferIneligibilityDate		str	0..1	Specifies the date from which the transfer of credit support by a party is treated as ineligible under the agreement.	common_domain_model:transferIneligibilityDate
					specifiedParty		CounterpartyRoleEnum	0..*	Identifies a party designated in the agreement for the purpose of applying particular rights, obligations, or elections.	common_domain_model:specifiedParty
InflationIndex	IndexBase	InflationIndex	Specification of an index that measures inflation in a specific market, e.g. the US Consumer Price Index.							
					inflationRateIndex		InflationRateIndexEnum	1..1	The reference index that is used to specify the inflation interest rate.	common_domain_model:inflationRateIndex
					indexTenor		Period	0..1	The ISDA Designated Maturity, i.e. the floating rate tenor.	common_domain_model:indexTenor
InflationRateSpecification	FloatingRateSpecification	InflationRateSpecification	A data to:  specify the inflation rate.							
					inflationLag		Offset	1..1	An off-setting period from the payment date which determines the reference period for which the inflation index is observed.	common_domain_model:inflationLag
					indexSource		str	1..1	The reference source such as Reuters or Bloomberg. FpML specifies indexSource to be of type rateSourcePageScheme, but without specifying actual values.	common_domain_model:indexSource
					mainPublication		str	1..1	The current main publication source such as relevant web site or a government body. FpML specifies mainPublication to be of type mainPublicationSource, but without specifying actual values.	common_domain_model:mainPublication
					interpolationMethod	InflationRateSpecification_interpolationMethod	InterpolationMethodEnum	1..1	The method used when calculating the Inflation Index Level from multiple points. The most common is Linear.	common_domain_model:interpolationMethod
					initialIndexLevel		Decimal	0..1	Initial known index level for the first calculation period.	common_domain_model:initialIndexLevel
					fallbackBondApplicable		Bool	1..1	The applicability of a fallback bond as defined in the 2006 ISDA Inflation Derivatives Definitions, sections 1.3 and 1.8.	common_domain_model:fallbackBondApplicable
					calculationMethod	InflationRateSpecification_calculationMethod	InflationCalculationMethodEnum	1..1	Indicates how to use the inflation index to calculate the payment (e.g. Ratio, Return, Spread). Added for Inflation Asset Swap	common_domain_model:calculationMethod
					calculationStyle		InflationCalculationStyleEnum	0..1	Indicates the style of how the inflation index calculates the payment (e.g. YearOnYear, ZeroCoupon).	common_domain_model:calculationStyle
					finalPrincipalExchangeCalculation		FinalPrincipalExchangeCalculationEnum	0..1	To be specified only for products that embed a redemption payment.	common_domain_model:finalPrincipalExchangeCalculation
InformationSource		InformationSource	A class defining the source for a piece of information (e.g. a rate fix or an FX fixing). The attribute names have been adjusted from FpML to address the fact that the information is not limited to rates.							
					sourceProvider		InformationProviderEnum	1..1	An information source for obtaining a market data point. For example Bloomberg, Reuters, Telerate, etc.	common_domain_model:sourceProvider
					sourcePage		str	0..1	A specific page for the source for obtaining a market data point. In FpML, this is specified as a scheme, rateSourcePageScheme, for which no coding Scheme or URI is specified.	common_domain_model:sourcePage
					sourcePageHeading		str	0..1	The heading for the source on a given source page.	common_domain_model:sourcePageHeading
